0
C000003637
C000016321
C000016318
C000042375
C000131619
C000086743
C000002309
C000004798
C000002055
C000102309
C000042384
C000150784
C000016338
C000131621
C000023069
C000011075
C000016332
C000042387
C000068371
C000001297
C000001299
C000002969
C000167336
C000023020
C000001300
C000081509
C000042393
C000071350
C000001298
C000095099
C000004789
C000042399
C000096013
C000023654
C000023655
C000096014
C000004792
C000042405
C000000628
C000023685
C000025024
C000002970
C000002375
C000042411
C000124455
C000004797
C000042417
C000003588
C000004787
C000102310
C000009435
C000004784
C000012949
C000002058
C000004785
C000067509
C000004786
C000068372
C000003640
C000003642
C000086480
C000003595
C000185590
C000003626
C000042423
C000003621
C000003608
C000030998
C000161385
C000053095
C000004790
C000082210
C000071359
C000090801
C000004774
C000089427
C000000617
C000014471
C000003021
C000203689
C000103765
C000003596
C000103764
C000021884
C000003627
C000025026
C000004791
C000180103
C000004770
C000102307
C000071347
C000121112
C000102311
C000121113
C000086741
C000144725
C000003645
C000003019
C000136573
C000176154
C000087403
C000030339
C000028637
C000028638
C000028639
C000002387
C000092344
C000103967
C000002389
C000023937
C000072256
C000088828
C000028755
C000028395
C000028396
C000028397
C000097473
C000028401
C000028400
C000028399
C000028756
C000097814
C000028398
C000000668
C000000669
C000000670
C000103968
C000023070
C000114558
C000000671
C000028757
C000021941
C000114557
C000097472
C000009564
C000130243
C000092350
C000130245
C000130247
C000091644
C000040559
C000130244
C000130246
C000079124
C000023681
C000101061
C000101065
C000101064
C000101063
C000101062
C000089423
C000092340
C000089430
C000003017
C000025081
C000025079
C000028762
C000028763
C000028764
C000103972
C000000597
C000054062
C000017047
C000004799
C000025007
C000028765
C000194566
C000103971
C000071355
C000072250
C000000460
C000072255
C000072253
C000025006
C000079122
C000089425
C000097479
C000003039
C000003030
C000052225
C000025097
C000068564
C000009560
C000029004
C000029005
C000029006
C000028343
C000029007
C000028494
C000028495
C000028499
C000028498
C000028497
C000028493
C000028496
C000143890
C000076837
C000076838
C000103970
C000113168
C000076841
C000076839
C000113169
C000113170
C000076840
C000076836
C000089424
C000072244
C000028761
C000028760
C000017057
C000028759
C000079123
C000135456
C000016436
C000088036
C000082628
C000082627
C000088035
C000075101
C000088037
C000082629
C000097490
C000028501
C000028502
C000028506
C000028505
C000028504
C000028500
C000028503
C000028748
C000028749
C000028750
C000028754
C000028753
C000028752
C000028751
C000029015
C000029016
C000029017
C000029021
C000029020
C000029019
C000029018
C000030495
C000030496
C000030497
C000103969
C000028758
C000024912
C000009059
C000028621
C000002377
C000002376
C000024913
C000025005
C000015892
C000179523
C000095959
C000009563
C000005667
C000005665
C000017681
C000013004
C000002388
C000023682
C000017957
C000015893
C000005668
C000016334
C000084556
C000017684
C000084552
C000084553
C000017086
C000084554
C000016335
C000087957
C000067563
C000023665
C000017091
C000084555
C000095838
C000000673
C000000674
C000000675
C000096439
C000015678
C000029593
C000054066
C000131627
C000130823
C000000676
C000131600
C000021942
C000069440
C000202617
C000017683
C000006158
C000006159
C000006157
C000006155
C000084366
C000084370
C000095100
C000006160
C000006161
C000006162
C000084367
C000084368
C000084371
C000084369
C000006163
C000202616
C000017682
C000023664
C000033217
C000033216
C000024973
C000212516
C000120978
C000006114
C000174988
C000033214
C000066140
C000033215
C000006115
C000006116
C000006117
C000002383
C000017087
C000016476
C000033220
C000033221
C000015671
C000033219
C000084376
C000084377
C000084378
C000084381
C000084379
C000033218
C000084380
C000023696
C000006095
C000006094
C000006096
C000006093
C000146019
C000006176
C000146020
C000146022
C000006109
C000006108
C000146021
C000006107
C000029011
C000029012
C000029013
C000018033
C000002404
C000000598
C000002392
C000015866
C000024961
C000018043
C000016437
C000015869
C000029014
C000131626
C000015879
C000030482
C000015894
C000030376
C000023670
C000017084
C000030352
C000030346
C000030347
C000030353
C000030377
C000030355
C000030356
C000085577
C000030483
C000033224
C000033223
C000031000
C000033222
C000017076
C000033225
C000066141
C000017077
C000002422
C000085497
C000015878
C000085578
C000001310
C000001311
C000001312
C000023022
C000001313
C000071352
C000016326
C000014891
C000111528
C000017988
C000096441
C000017072
C000006180
C000006181
C000006182
C000006183
C000017088
C000062328
C000017092
C000062331
C000015271
C000062332
C000076854
C000062330
C000062329
C000015870
C000006185
C000006186
C000006187
C000006184
C000159081
C000130575
C000024957
C000023666
C000108309
C000085580
C000015886
C000084482
C000034695
C000084483
C000002401
C000017058
C000002402
C000084484
C000080294
C000084479
C000009032
C000084480
C000084481
C000084622
C000016391
C000084621
C000084620
C000084619
C000017090
C000109478
C000016387
C000016389
C000016393
C000024969
C000085583
C000097514
C000016489
C000085579
C000016320
C000016337
C000015888
C000068080
C000015887
C000054063
C000017082
C000092914
C000136574
C000017079
C000017083
C000017078
C000158513
C000158514
C000085582
C000017678
C000017679
C000017680
C000194572
C000070968
C000070967
C000012487
C000026828
C000102286
C000049124
C000055501
C000055905
C000016464
C000055906
C000026830
C000016463
C000189758
C000131613
C000092962
C000097430
C000026827
C000092967
C000092966
C000049123
C000092965
C000092964
C000017956
C000017955
C000027654
C000027655
C000027656
C000189759
C000027659
C000027658
C000027657
C000088731
C000135447
C000008785
C000008786
C000097431
C000216813
C000115585
C000012956
C000066127
C000012957
C000102287
C000202991
C000210490
C000210491
C000176824
C000176825
C000176826
C000098121
C000095104
C000030486
C000030487
C000030488
C000026829
C000049125
C000016465
C000016462
C000216812
C000023134
C000169021
C000078164
C000078166
C000078167
C000135917
C000078165
C000121689
C000017961
C000078163
C000115584
C000090143
C000003136
C000121155
C000055500
C000121156
C000121159
C000121157
C000121158
C000000540
C000000541
C000000542
C000092484
C000092485
C000018108
C000000543
C000071236
C000097397
C000028098
C000093247
C000115402
C000093248
C000095008
C000026334
C000095009
C000026336
C000215432
C000095011
C000095010
C000216798
C000015046
C000216797
C000012955
C000023661
C000214992
C000003212
C000189826
C000189825
C000050994
C000089429
C000092346
C000093376
C000004788
C000015706
C000169581
C000161874
C000161875
C000026335
C000066830
